user_id,type,side,quantity,price
83,LIMIT,BUY,1,100
46,LIMIT,SELL,7,100
3,LIMIT,SELL,1,99
66,LIMIT,BUY,3,99
26,LIMIT,BUY,1,99
36,LIMIT,SELL,8,100
34,LIMIT,BUY,7,99
65,LIMIT,BUY,3,100
57,LIMIT,SELL,8,100
59,LIMIT,BUY,4,100
5,LIMIT,BUY,7,99
68,LIMIT,SELL,4,99
29,LIMIT,SELL,7,99
73,LIMIT,BUY,6,100
96,LIMIT,BUY,8,100
31,LIMIT,BUY,4,99
79,LIMIT,BUY,6,99
82,LIMIT,BUY,7,100
25,LIMIT,BUY,1,99
7,LIMIT,BUY,8,100
86,LIMIT,SELL,8,100
56,LIMIT,BUY,2,99
86,LIMIT,BUY,4,99
44,LIMIT,BUY,5,100
31,LIMIT,BUY,1,100
39,LIMIT,BUY,2,100
32,LIMIT,BUY,7,100
86,LIMIT,SELL,4,99
99,LIMIT,BUY,3,100
7,LIMIT,SELL,7,99
48,LIMIT,SELL,3,99
64,LIMIT,SELL,8,99
1,LIMIT,BUY,1,100
25,LIMIT,BUY,6,100
89,LIMIT,BUY,5,100
46,LIMIT,SELL,5,99
55,LIMIT,SELL,8,100
21,LIMIT,BUY,5,100
67,LIMIT,SELL,2,99
87,LIMIT,SELL,9,99
65,LIMIT,BUY,6,99
90,LIMIT,BUY,2,99
77,LIMIT,SELL,4,99
99,LIMIT,BUY,1,100
39,LIMIT,BUY,9,100
19,LIMIT,BUY,7,100
3,LIMIT,SELL,6,99
36,LIMIT,BUY,9,100
34,LIMIT,BUY,2,100
9,LIMIT,SELL,4,99
50,LIMIT,SELL,8,100
21,LIMIT,SELL,1,99
86,LIMIT,BUY,1,100
94,LIMIT,SELL,8,100
84,LIMIT,SELL,6,99
39,LIMIT,BUY,7,99
87,LIMIT,SELL,5,100
72,LIMIT,BUY,1,100
47,LIMIT,SELL,6,99
58,LIMIT,BUY,5,99
16,LIMIT,SELL,8,100
19,LIMIT,BUY,5,99
68,LIMIT,BUY,5,100
34,LIMIT,SELL,7,100
47,LIMIT,BUY,5,99
67,LIMIT,BUY,2,100
45,LIMIT,BUY,7,100
60,LIMIT,BUY,9,99
67,LIMIT,BUY,2,100
24,LIMIT,SELL,3,100
58,LIMIT,SELL,4,99
11,LIMIT,BUY,1,100
12,LIMIT,BUY,8,100
98,LIMIT,SELL,2,100
68,LIMIT,BUY,4,99
99,LIMIT,SELL,7,99
88,LIMIT,BUY,4,100
77,LIMIT,SELL,5,99
48,LIMIT,BUY,2,99
22,LIMIT,BUY,4,100
44,LIMIT,SELL,7,99
18,LIMIT,SELL,1,99
66,LIMIT,SELL,9,100
83,LIMIT,SELL,2,100
53,LIMIT,SELL,9,99
54,LIMIT,SELL,9,99
14,LIMIT,SELL,2,100
90,LIMIT,SELL,4,100
70,LIMIT,BUY,5,100
78,LIMIT,BUY,3,100
22,LIMIT,SELL,3,100
73,LIMIT,BUY,8,100
79,LIMIT,SELL,7,99
64,LIMIT,SELL,1,100
83,LIMIT,BUY,3,100
86,LIMIT,BUY,7,99
97,LIMIT,SELL,7,100
22,LIMIT,BUY,2,99
83,LIMIT,BUY,1,99
30,LIMIT,SELL,8,100
7,LIMIT,BUY,7,99
69,LIMIT,BUY,5,100
51,LIMIT,SELL,7,100
49,LIMIT,BUY,2,100
62,LIMIT,BUY,3,100
24,LIMIT,BUY,2,99
45,LIMIT,SELL,4,100
1,LIMIT,SELL,2,100
52,LIMIT,SELL,1,100
15,LIMIT,SELL,4,99
46,LIMIT,SELL,5,100
34,LIMIT,BUY,5,100
65,LIMIT,BUY,7,99
11,LIMIT,SELL,2,100
32,LIMIT,SELL,9,99
82,LIMIT,BUY,8,99
10,LIMIT,SELL,5,100
35,LIMIT,BUY,8,99
55,LIMIT,SELL,2,100
93,LIMIT,BUY,7,100
6,LIMIT,BUY,4,100
35,LIMIT,BUY,2,100
40,LIMIT,SELL,2,100
99,LIMIT,SELL,5,99
65,LIMIT,SELL,8,100
97,LIMIT,BUY,2,99
87,LIMIT,SELL,9,100
99,LIMIT,SELL,8,99
21,LIMIT,BUY,4,99
57,LIMIT,SELL,2,100
33,LIMIT,SELL,4,100
58,LIMIT,SELL,4,99
100,LIMIT,SELL,2,100
63,LIMIT,SELL,3,99
84,LIMIT,SELL,1,99
95,LIMIT,BUY,8,99
40,LIMIT,SELL,9,100
28,LIMIT,BUY,3,100
51,LIMIT,BUY,8,100
74,LIMIT,BUY,7,100
75,LIMIT,BUY,6,99
90,LIMIT,BUY,7,99
44,LIMIT,SELL,4,99
47,LIMIT,SELL,5,99
88,LIMIT,SELL,1,99
72,LIMIT,BUY,1,99
66,LIMIT,SELL,4,99
17,LIMIT,BUY,2,100
20,LIMIT,SELL,6,100
100,LIMIT,SELL,9,99
88,LIMIT,BUY,4,100
66,LIMIT,SELL,5,100
81,LIMIT,BUY,3,99
24,LIMIT,SELL,3,99
29,LIMIT,SELL,5,100
3,LIMIT,BUY,5,100
50,LIMIT,BUY,1,100
73,LIMIT,BUY,8,99
15,LIMIT,BUY,4,99
95,LIMIT,BUY,3,100
25,LIMIT,BUY,3,100
55,LIMIT,SELL,1,100
88,LIMIT,BUY,5,100
82,LIMIT,BUY,1,100
94,LIMIT,BUY,1,100
85,LIMIT,SELL,6,99
17,LIMIT,SELL,1,99
9,LIMIT,SELL,5,100
74,LIMIT,BUY,6,99
55,LIMIT,BUY,6,99
21,LIMIT,BUY,8,99
28,LIMIT,BUY,8,100
33,LIMIT,SELL,5,100
30,LIMIT,SELL,1,99
12,LIMIT,SELL,7,100
52,LIMIT,SELL,9,99
50,LIMIT,BUY,1,99
95,LIMIT,SELL,1,99
79,LIMIT,BUY,5,99
26,LIMIT,BUY,6,99
72,LIMIT,BUY,2,99
18,LIMIT,BUY,1,99
41,LIMIT,SELL,2,100
41,LIMIT,SELL,8,100
88,LIMIT,BUY,1,100
47,LIMIT,SELL,3,100
48,LIMIT,BUY,7,100
48,LIMIT,BUY,8,99
38,LIMIT,SELL,9,99
40,LIMIT,BUY,3,100
76,LIMIT,SELL,1,100
55,LIMIT,SELL,1,99
42,LIMIT,SELL,5,99
97,LIMIT,SELL,1,100
54,LIMIT,SELL,4,99
49,LIMIT,BUY,8,100
90,LIMIT,SELL,8,100
73,LIMIT,SELL,1,99
74,LIMIT,SELL,3,99
36,LIMIT,SELL,1,100
8,LIMIT,SELL,5,99
27,LIMIT,SELL,1,100
85,LIMIT,BUY,2,100
85,LIMIT,BUY,6,100
3,LIMIT,SELL,1,100
91,LIMIT,SELL,3,99
46,LIMIT,SELL,2,100
15,LIMIT,SELL,4,99
59,LIMIT,BUY,2,100
59,LIMIT,BUY,5,99
31,LIMIT,SELL,8,100
88,LIMIT,SELL,5,99
95,LIMIT,BUY,3,100
22,LIMIT,SELL,8,100
58,LIMIT,BUY,5,99
46,LIMIT,SELL,7,99
47,LIMIT,BUY,6,99
31,LIMIT,BUY,3,100
68,LIMIT,SELL,1,99
31,LIMIT,SELL,9,100
40,LIMIT,SELL,5,100
32,LIMIT,BUY,8,99
95,LIMIT,SELL,9,100
8,LIMIT,BUY,9,99
78,LIMIT,SELL,3,100
27,LIMIT,BUY,2,100
68,LIMIT,SELL,7,100
44,LIMIT,BUY,2,100
66,LIMIT,BUY,1,100
47,LIMIT,BUY,4,100
10,LIMIT,SELL,6,99
90,LIMIT,SELL,5,99
45,LIMIT,SELL,5,99
78,LIMIT,SELL,3,99
13,LIMIT,SELL,4,100
98,LIMIT,BUY,7,99
6,LIMIT,BUY,8,99
67,LIMIT,SELL,3,100
78,LIMIT,BUY,3,100
14,LIMIT,SELL,9,99
25,LIMIT,BUY,1,100
88,LIMIT,SELL,7,100
73,LIMIT,SELL,8,99
13,LIMIT,BUY,5,100
63,LIMIT,BUY,6,99
52,LIMIT,SELL,7,100
6,LIMIT,BUY,2,100
42,LIMIT,BUY,9,99
86,LIMIT,BUY,4,99
28,LIMIT,BUY,8,99
53,LIMIT,BUY,6,99
99,LIMIT,BUY,4,100
83,LIMIT,SELL,6,100
39,LIMIT,SELL,7,100
31,LIMIT,SELL,7,100
35,LIMIT,BUY,5,99
99,LIMIT,BUY,4,100
62,LIMIT,BUY,1,100
30,LIMIT,BUY,1,100
57,LIMIT,BUY,4,99
27,LIMIT,SELL,9,99
39,LIMIT,BUY,7,100
64,LIMIT,BUY,1,99
52,LIMIT,SELL,4,100
94,LIMIT,BUY,2,100
16,LIMIT,BUY,5,100
51,LIMIT,SELL,3,100
33,LIMIT,BUY,7,100
95,LIMIT,BUY,5,100
62,LIMIT,SELL,1,100
25,LIMIT,SELL,8,99
27,LIMIT,BUY,5,99
59,LIMIT,SELL,8,99
23,LIMIT,SELL,9,100
89,LIMIT,SELL,8,99
55,LIMIT,SELL,4,99
91,LIMIT,SELL,5,100
75,LIMIT,SELL,2,100
100,LIMIT,BUY,7,99
78,LIMIT,BUY,9,99
39,LIMIT,BUY,8,99
60,LIMIT,BUY,5,100
37,LIMIT,BUY,4,100
68,LIMIT,BUY,6,100
43,LIMIT,BUY,2,99
64,LIMIT,BUY,2,99
68,LIMIT,SELL,9,99
39,LIMIT,BUY,8,99
71,LIMIT,SELL,7,99
20,LIMIT,BUY,6,100
6,LIMIT,BUY,1,100
1,LIMIT,BUY,2,99
64,LIMIT,BUY,6,100
97,LIMIT,BUY,5,99
98,LIMIT,SELL,1,99
42,LIMIT,BUY,1,100
52,LIMIT,BUY,8,99
82,LIMIT,BUY,2,100
27,LIMIT,SELL,6,100
11,LIMIT,SELL,8,99
75,LIMIT,SELL,3,100
60,LIMIT,BUY,7,100
8,LIMIT,SELL,3,99
74,LIMIT,SELL,6,99
26,LIMIT,BUY,2,100
14,LIMIT,SELL,3,99
52,LIMIT,SELL,8,100
12,LIMIT,SELL,6,99
11,LIMIT,SELL,3,100
7,LIMIT,SELL,4,100
13,LIMIT,SELL,8,99
89,LIMIT,SELL,8,99
72,LIMIT,SELL,3,100
62,LIMIT,BUY,3,99
53,LIMIT,SELL,1,99
58,LIMIT,BUY,2,99
48,LIMIT,SELL,3,100
23,LIMIT,BUY,9,100
96,LIMIT,SELL,7,99
39,LIMIT,SELL,2,99
54,LIMIT,SELL,5,99
43,LIMIT,BUY,5,100
69,LIMIT,BUY,6,100
82,LIMIT,SELL,8,100
23,LIMIT,SELL,2,100
53,LIMIT,BUY,8,100
98,LIMIT,BUY,8,100
58,LIMIT,SELL,3,100
78,LIMIT,SELL,6,99
51,LIMIT,SELL,2,99
61,LIMIT,BUY,2,99
5,LIMIT,SELL,8,99
27,LIMIT,SELL,2,100
13,LIMIT,SELL,4,100
39,LIMIT,SELL,9,100
68,LIMIT,SELL,3,100
74,LIMIT,BUY,8,100
20,LIMIT,BUY,9,99
30,LIMIT,SELL,4,99
86,LIMIT,BUY,9,100
53,LIMIT,SELL,8,99
6,LIMIT,BUY,5,100
15,LIMIT,BUY,9,99
1,LIMIT,SELL,3,99
94,LIMIT,SELL,1,100
12,LIMIT,BUY,6,100
3,LIMIT,BUY,5,100
64,LIMIT,SELL,1,100
39,LIMIT,SELL,9,99
68,LIMIT,SELL,8,99
6,LIMIT,SELL,5,100
8,LIMIT,SELL,8,99
61,LIMIT,BUY,3,100
93,LIMIT,SELL,7,100
64,LIMIT,BUY,5,99
41,LIMIT,SELL,2,99
98,LIMIT,BUY,6,99
97,LIMIT,BUY,1,100
65,LIMIT,BUY,7,99
24,LIMIT,BUY,5,100
39,LIMIT,SELL,4,99
69,LIMIT,SELL,2,100
93,LIMIT,SELL,6,99
49,LIMIT,BUY,1,100
86,LIMIT,BUY,6,100
38,LIMIT,BUY,3,100
60,LIMIT,SELL,6,99
100,LIMIT,SELL,6,100
33,LIMIT,BUY,8,100
92,LIMIT,SELL,3,99
73,LIMIT,SELL,9,100
77,LIMIT,BUY,5,99
32,LIMIT,BUY,9,99
2,LIMIT,SELL,1,100
23,LIMIT,SELL,9,100
52,LIMIT,SELL,4,99
27,LIMIT,BUY,6,100
62,LIMIT,BUY,5,99
83,LIMIT,SELL,6,100
66,LIMIT,SELL,1,100
85,LIMIT,SELL,6,99
96,LIMIT,SELL,9,99
29,LIMIT,SELL,1,99
86,LIMIT,BUY,5,99
97,LIMIT,SELL,9,99
7,LIMIT,BUY,6,99
31,LIMIT,BUY,9,100
58,LIMIT,BUY,3,99
70,LIMIT,SELL,8,100
65,LIMIT,SELL,5,99
97,LIMIT,SELL,2,99
70,LIMIT,SELL,7,100
72,LIMIT,BUY,1,100
97,LIMIT,BUY,2,100
12,LIMIT,BUY,2,100
19,LIMIT,SELL,4,99
97,LIMIT,BUY,4,99
20,LIMIT,SELL,5,99
27,LIMIT,SELL,2,100
76,LIMIT,BUY,6,100
30,LIMIT,BUY,9,100
73,LIMIT,SELL,3,100
3,LIMIT,SELL,9,99
85,LIMIT,BUY,8,99
66,LIMIT,BUY,7,100
24,LIMIT,SELL,9,100
60,LIMIT,SELL,6,100
78,LIMIT,SELL,4,99
57,LIMIT,SELL,2,100
53,LIMIT,BUY,4,100
15,LIMIT,BUY,6,99
42,LIMIT,SELL,5,100
97,LIMIT,BUY,1,100
11,LIMIT,BUY,7,100
93,LIMIT,BUY,6,99
24,LIMIT,SELL,5,100
28,LIMIT,BUY,3,100
88,LIMIT,BUY,1,99
4,LIMIT,BUY,6,100
86,LIMIT,SELL,2,99
19,LIMIT,SELL,2,100
73,LIMIT,BUY,9,100
92,LIMIT,SELL,5,100
27,LIMIT,SELL,3,100
6,LIMIT,BUY,1,99
70,LIMIT,SELL,2,99
72,LIMIT,BUY,3,99
74,LIMIT,SELL,9,99
94,LIMIT,BUY,5,99
96,LIMIT,BUY,2,100
36,LIMIT,SELL,5,100
77,LIMIT,SELL,2,99
35,LIMIT,SELL,8,100
47,LIMIT,BUY,1,100
19,LIMIT,SELL,3,99
76,LIMIT,SELL,7,99
84,LIMIT,BUY,2,100
59,LIMIT,BUY,7,100
44,LIMIT,SELL,8,100
39,LIMIT,SELL,4,100
46,LIMIT,SELL,9,100
42,LIMIT,BUY,1,99
23,LIMIT,BUY,1,100
95,LIMIT,BUY,4,100
21,LIMIT,BUY,4,99
48,LIMIT,SELL,6,99
27,LIMIT,SELL,5,99
76,LIMIT,SELL,9,99
64,LIMIT,SELL,7,99
49,LIMIT,BUY,6,100
77,LIMIT,SELL,6,100
24,LIMIT,SELL,5,100
64,LIMIT,BUY,1,100
32,LIMIT,SELL,8,100
42,LIMIT,SELL,7,99
49,LIMIT,BUY,5,99
21,LIMIT,BUY,2,100
30,LIMIT,BUY,9,100
1,LIMIT,SELL,6,99
93,LIMIT,SELL,2,100
32,LIMIT,BUY,5,99
36,LIMIT,SELL,7,100
30,LIMIT,SELL,9,99
84,LIMIT,BUY,1,100
90,LIMIT,SELL,3,100
3,LIMIT,BUY,3,99
47,LIMIT,BUY,4,99
53,LIMIT,SELL,7,100
43,LIMIT,SELL,9,99
30,LIMIT,BUY,2,99
69,LIMIT,SELL,7,100
64,LIMIT,SELL,3,100
70,LIMIT,BUY,7,100
8,LIMIT,BUY,7,99
4,LIMIT,BUY,4,100
32,LIMIT,SELL,8,100
21,LIMIT,BUY,4,100
2,LIMIT,BUY,3,99
93,LIMIT,SELL,8,99
56,LIMIT,BUY,9,99
57,LIMIT,SELL,5,99
34,LIMIT,SELL,3,99
21,LIMIT,BUY,9,99
62,LIMIT,BUY,1,99
64,LIMIT,BUY,8,99
42,LIMIT,SELL,1,99
23,LIMIT,SELL,2,100
50,LIMIT,SELL,9,99
19,LIMIT,BUY,9,100
76,LIMIT,BUY,2,99
15,LIMIT,SELL,8,99
79,LIMIT,SELL,8,99
14,LIMIT,SELL,8,100
62,LIMIT,BUY,4,99
100,LIMIT,SELL,4,99
12,LIMIT,SELL,2,99
30,LIMIT,BUY,9,100
5,LIMIT,BUY,7,99
5,LIMIT,SELL,3,100
77,LIMIT,SELL,6,100
30,LIMIT,SELL,5,100
52,LIMIT,BUY,5,100
75,LIMIT,BUY,4,100
66,LIMIT,BUY,2,100
79,LIMIT,SELL,4,99
95,LIMIT,BUY,2,99
29,LIMIT,SELL,2,99
90,LIMIT,SELL,9,100
26,LIMIT,BUY,7,99
43,LIMIT,BUY,4,99
13,LIMIT,SELL,5,99
96,LIMIT,BUY,9,99
88,LIMIT,SELL,9,99
59,LIMIT,SELL,7,99
77,LIMIT,SELL,8,99
50,LIMIT,BUY,8,99
4,LIMIT,SELL,4,100
22,LIMIT,BUY,3,99
65,LIMIT,SELL,3,99
38,LIMIT,BUY,4,99
8,LIMIT,SELL,3,99
45,LIMIT,BUY,9,100
10,LIMIT,SELL,7,100
85,LIMIT,BUY,9,99
74,LIMIT,SELL,4,100
92,LIMIT,SELL,3,100
99,LIMIT,BUY,2,100
58,LIMIT,SELL,7,100
37,LIMIT,BUY,9,100
36,LIMIT,BUY,7,99
31,LIMIT,SELL,4,99
33,LIMIT,BUY,6,100
11,LIMIT,SELL,7,100
1,LIMIT,SELL,1,100
6,LIMIT,BUY,6,99
39,LIMIT,SELL,2,99
65,LIMIT,BUY,1,100
86,LIMIT,BUY,5,99
11,LIMIT,BUY,2,99
40,LIMIT,SELL,5,100
2,LIMIT,BUY,7,100
81,LIMIT,BUY,1,99
21,LIMIT,BUY,8,100
32,LIMIT,BUY,7,99
77,LIMIT,BUY,2,99
54,LIMIT,SELL,7,100
26,LIMIT,SELL,4,99
94,LIMIT,BUY,3,99
38,LIMIT,BUY,1,99
89,LIMIT,BUY,5,99
100,LIMIT,BUY,7,100
82,LIMIT,SELL,7,100
75,LIMIT,SELL,5,99
17,LIMIT,SELL,1,99
5,LIMIT,SELL,7,100
61,LIMIT,SELL,4,99
2,LIMIT,BUY,4,99
18,LIMIT,SELL,2,99
72,LIMIT,BUY,5,99
53,LIMIT,BUY,6,99
81,LIMIT,BUY,1,99
79,LIMIT,BUY,5,100
9,LIMIT,BUY,2,100
69,LIMIT,SELL,8,99
62,LIMIT,BUY,3,100
81,LIMIT,BUY,4,100
29,LIMIT,BUY,4,99
45,LIMIT,SELL,4,99
48,LIMIT,BUY,7,99
11,LIMIT,SELL,5,99
38,LIMIT,BUY,8,100
85,LIMIT,BUY,6,100
74,LIMIT,SELL,1,100
65,LIMIT,BUY,3,99
84,LIMIT,BUY,5,99
71,LIMIT,BUY,5,99
5,LIMIT,BUY,5,100
87,LIMIT,SELL,3,100
82,LIMIT,SELL,8,100
33,LIMIT,BUY,6,100
18,LIMIT,SELL,8,99
55,LIMIT,BUY,3,100
61,LIMIT,BUY,8,100
64,LIMIT,BUY,6,100
59,LIMIT,BUY,7,99
65,LIMIT,SELL,7,100
60,LIMIT,SELL,5,99
85,LIMIT,SELL,9,99
67,LIMIT,BUY,9,100
45,LIMIT,BUY,8,100
91,LIMIT,BUY,4,100
78,LIMIT,SELL,9,100
59,LIMIT,BUY,8,100
22,LIMIT,BUY,7,100
93,LIMIT,BUY,7,99
91,LIMIT,BUY,2,99
16,LIMIT,BUY,2,100
25,LIMIT,SELL,9,100
85,LIMIT,BUY,3,99
65,LIMIT,BUY,6,100
75,LIMIT,SELL,7,100
72,LIMIT,BUY,5,100
62,LIMIT,SELL,2,99
63,LIMIT,BUY,4,100
92,LIMIT,BUY,4,100
33,LIMIT,SELL,2,99
95,LIMIT,SELL,2,100
96,LIMIT,SELL,9,99
34,LIMIT,SELL,4,100
10,LIMIT,BUY,5,100
66,LIMIT,BUY,8,100
48,LIMIT,SELL,3,99
67,LIMIT,SELL,4,99
29,LIMIT,BUY,2,99
84,LIMIT,BUY,6,99
60,LIMIT,SELL,3,100
43,LIMIT,BUY,4,99
77,LIMIT,BUY,2,100
65,LIMIT,BUY,3,99
12,LIMIT,BUY,3,100
63,LIMIT,BUY,7,99
52,LIMIT,SELL,7,100
49,LIMIT,BUY,7,100
13,LIMIT,BUY,6,100
26,LIMIT,SELL,8,99
68,LIMIT,BUY,9,99
81,LIMIT,SELL,8,100
65,LIMIT,BUY,9,99
70,LIMIT,BUY,4,100
49,LIMIT,SELL,5,99
20,LIMIT,BUY,9,100
3,LIMIT,SELL,7,99
29,LIMIT,SELL,6,99
87,LIMIT,BUY,3,99
77,LIMIT,SELL,5,99
71,LIMIT,BUY,5,99
38,LIMIT,SELL,8,100
75,LIMIT,SELL,6,99
58,LIMIT,BUY,3,99
31,LIMIT,SELL,7,100
20,LIMIT,BUY,6,100
28,LIMIT,SELL,4,99
63,LIMIT,BUY,2,100
85,LIMIT,SELL,9,100
16,LIMIT,SELL,3,100
58,LIMIT,BUY,8,100
46,LIMIT,SELL,3,99
57,LIMIT,SELL,5,100
87,LIMIT,SELL,1,100
81,LIMIT,BUY,3,99
25,LIMIT,BUY,1,100
91,LIMIT,SELL,6,99
90,LIMIT,SELL,4,100
26,LIMIT,SELL,5,99
76,LIMIT,BUY,3,100
64,LIMIT,BUY,2,99
61,LIMIT,BUY,9,100
64,LIMIT,BUY,6,100
59,LIMIT,BUY,9,100
1,LIMIT,SELL,1,99
90,LIMIT,BUY,6,100
11,LIMIT,SELL,6,100
23,LIMIT,BUY,5,100
78,LIMIT,SELL,1,100
37,LIMIT,BUY,3,99
74,LIMIT,SELL,9,100
2,LIMIT,SELL,7,100
55,LIMIT,BUY,6,99
29,LIMIT,SELL,4,99
89,LIMIT,BUY,4,100
85,LIMIT,BUY,9,99
97,LIMIT,BUY,7,100
62,LIMIT,SELL,4,99
71,LIMIT,SELL,1,99
74,LIMIT,BUY,8,100
39,LIMIT,BUY,3,99
33,LIMIT,BUY,3,99
70,LIMIT,BUY,3,99
33,LIMIT,SELL,2,100
73,LIMIT,BUY,6,99
95,LIMIT,BUY,4,99
24,LIMIT,SELL,3,99
31,LIMIT,BUY,1,100
56,LIMIT,SELL,2,99
79,LIMIT,SELL,3,100
36,LIMIT,SELL,1,100
88,LIMIT,BUY,3,99
31,LIMIT,SELL,7,100
21,LIMIT,BUY,6,99
4,LIMIT,BUY,1,99
13,LIMIT,SELL,8,99
14,LIMIT,SELL,1,99
60,LIMIT,BUY,7,99
21,LIMIT,SELL,3,100
18,LIMIT,SELL,3,100
45,LIMIT,SELL,4,99
60,LIMIT,BUY,4,100
54,LIMIT,BUY,6,99
62,LIMIT,BUY,2,100
30,LIMIT,SELL,5,99
43,LIMIT,BUY,1,99
22,LIMIT,SELL,2,99
18,LIMIT,SELL,2,99
83,LIMIT,SELL,4,100
2,LIMIT,SELL,7,100
9,LIMIT,BUY,8,100
58,LIMIT,BUY,3,100
93,LIMIT,SELL,5,100
78,LIMIT,BUY,9,99
5,LIMIT,BUY,8,100
84,LIMIT,SELL,9,99
7,LIMIT,BUY,7,100
97,LIMIT,SELL,4,100
19,LIMIT,BUY,2,100
23,LIMIT,SELL,6,99
36,LIMIT,SELL,3,100
42,LIMIT,BUY,5,99
93,LIMIT,BUY,5,100
100,LIMIT,SELL,4,99
94,LIMIT,SELL,5,100
50,LIMIT,SELL,3,99
69,LIMIT,BUY,9,100
